NumElements	AbsError
0.25	0.03227486121839292
0.0625	0.002017178826123904
0.015625	0.00012607367642806226
0.0078125	3.151841839682403e-05
0.00390625	7.879600645527912e-06
0.001953125	1.969885803539737e-06
