#           x           U_x           U_y           U_z             p
     0.492462     -0.203333     0.0645063  -1.25426e-30    -0.0362111
     0.497487     -0.205591      0.060044  -2.74078e-30    -0.0363236
     0.502513     -0.207485     0.0554267   -2.6338e-30    -0.0364294
     0.507538     -0.209014     0.0506544  -9.33318e-31    -0.0365283
     0.512563     -0.210835     0.0458467     3.684e-31     -0.036601
     0.517588     -0.212987      0.040999   1.21934e-30    -0.0366441
     0.522613     -0.214792     0.0360353   1.28679e-30    -0.0366792
     0.527638     -0.216152     0.0309233   3.52099e-31    -0.0367041
     0.532663     -0.217781     0.0257665  -5.36562e-31    -0.0367035
     0.537688     -0.219797     0.0205449  -1.35848e-30     -0.036666
     0.542714      -0.22149     0.0152452  -1.64633e-30    -0.0366205
     0.547739      -0.22265    0.00981684  -1.05368e-30    -0.0365618
     0.552764     -0.224047    0.00433771  -6.94458e-31    -0.0364789
     0.557789     -0.225892   -0.00123696  -7.74634e-31    -0.0363508
     0.562814     -0.227445   -0.00685452  -7.37943e-31    -0.0362156
     0.567839     -0.228367    -0.0125648  -4.48665e-31    -0.0360651
     0.572864     -0.229491    -0.0183278  -1.13711e-31    -0.0358928
     0.577889     -0.231121    -0.0242229   3.35429e-31    -0.0356657
     0.582915     -0.232499    -0.0301305   6.53941e-31    -0.0354332
      0.58794      -0.23314    -0.0360747   5.91019e-31    -0.0351849
     0.592965     -0.233944    -0.0420692   5.98041e-31     -0.034918
      0.59799     -0.235309    -0.0482372   8.46689e-31    -0.0345864
     0.603015     -0.236469    -0.0543948    9.0915e-31     -0.034251
      0.60804     -0.236781    -0.0605095   1.97465e-31       -0.0339
     0.613065     -0.237211    -0.0666666  -5.37449e-31    -0.0335346
      0.61809     -0.238253    -0.0730411  -1.39141e-30     -0.033096
     0.623116     -0.239148    -0.0793929  -2.01321e-30    -0.0326551
     0.628141     -0.239077    -0.0855973  -1.11707e-30    -0.0321989
     0.633166     -0.239079    -0.0918314  -2.37014e-31    -0.0317332
     0.638191     -0.239724    -0.0983267    5.0141e-31    -0.0311843
     0.643216     -0.240289       -0.1048   1.14424e-30    -0.0306353
     0.648241     -0.239793     -0.110993   5.44317e-31    -0.0300845
     0.653266     -0.239326     -0.117199  -7.33995e-32    -0.0295295
     0.658291     -0.239525     -0.123714   -1.1093e-30    -0.0288753
     0.663317     -0.239712     -0.130224  -2.12542e-30    -0.0282213
     0.668342     -0.238714      -0.13627  -1.22217e-30     -0.027588
     0.673367     -0.237716     -0.142316  -3.18922e-31    -0.0269547
     0.678392     -0.237398     -0.148719   2.90861e-31    -0.0262121
     0.683417     -0.237094      -0.15513    8.9453e-31    -0.0254671
     0.688442     -0.235568     -0.160884   6.24769e-31    -0.0247593
     0.693467     -0.233977     -0.166603    3.0805e-31    -0.0240534
     0.698492        -0.233     -0.172667   4.42658e-32    -0.0232429
     0.703518     -0.232078     -0.178761  -2.14814e-31     -0.022423
     0.708543     -0.230022     -0.184112  -1.94132e-31    -0.0216623
     0.713568     -0.227822     -0.189369  -1.38077e-31     -0.020909
     0.718593     -0.226141     -0.194924  -7.50045e-31     -0.020056
     0.723618     -0.224547     -0.200529  -1.47335e-30    -0.0191864
     0.728643     -0.221913     -0.205286  -9.86932e-31    -0.0183994
     0.733668      -0.21906     -0.209865  -2.46622e-31    -0.0176297
     0.738693     -0.216631     -0.214696   7.43202e-32    -0.0167675
     0.743719     -0.214312     -0.219591   2.87732e-31    -0.0158817
     0.748744     -0.211071     -0.223557   2.78295e-31    -0.0150965
     0.753769     -0.207547     -0.227237   2.00516e-31    -0.0143421
     0.758794     -0.204353     -0.231111  -3.32507e-33    -0.0135069
     0.763819     -0.201279     -0.235054  -2.52689e-31    -0.0126425
     0.768844     -0.197424      -0.23802  -2.45984e-31    -0.0118917
     0.773869     -0.193241     -0.240576  -1.31657e-31    -0.0111886
     0.778894     -0.189298     -0.243258  -2.69584e-31    -0.0104191
      0.78392     -0.185471     -0.246001  -5.29816e-31    -0.0096174
     0.788945     -0.181024     -0.247761  -4.63988e-31   -0.00893619
      0.79397     -0.176234     -0.248973  -2.17016e-31   -0.00832194
     0.798995     -0.171602     -0.250243  -1.69989e-31   -0.00765708
      0.80402     -0.167071     -0.251548  -2.49594e-31   -0.00696017
     0.809045     -0.162092     -0.251908  -2.25469e-31   -0.00638351
      0.81407     -0.156792     -0.251589   -1.2673e-31   -0.00589336
     0.819095     -0.151583      -0.25126  -6.78495e-32   -0.00536863
     0.824121     -0.146448     -0.250924  -4.14452e-32   -0.00481572
     0.829146     -0.141041     -0.249727  -2.09869e-32   -0.00437537
     0.834171     -0.135381     -0.247739  -6.00839e-33   -0.00403876
     0.839196     -0.129761     -0.245686   5.21817e-32   -0.00368243
     0.844221     -0.124183     -0.243564   1.55384e-31   -0.00330554
     0.849246     -0.118494     -0.240709   1.65387e-31   -0.00302685
     0.854271     -0.112675      -0.23699   6.56224e-32   -0.00286384
     0.859296     -0.106863     -0.233166   1.37872e-32   -0.00269351
     0.864322     -0.101058     -0.229204   2.58575e-32   -0.00251343
     0.869347    -0.0952819     -0.224663   2.57892e-32   -0.00241232
     0.874372    -0.0895474     -0.219246   7.35745e-33   -0.00243067
     0.879397    -0.0838011     -0.213706  -1.94737e-33    -0.0024508
     0.884422    -0.0780346     -0.207957   4.46643e-33   -0.00247398
     0.889447    -0.0723981     -0.201795   7.21343e-33   -0.00255448
     0.894472     -0.067018     -0.194817   2.73794e-33   -0.00274785
     0.899497    -0.0616208     -0.187722  -7.08259e-33   -0.00294839
     0.904523    -0.0561848     -0.180357  -2.90185e-32    -0.0031652
     0.909548    -0.0509376     -0.172736  -3.52088e-32   -0.00341857
     0.914573     -0.046187     -0.164442   6.39742e-36   -0.00376809
     0.919598    -0.0414219     -0.156049   4.50616e-32   -0.00412672
     0.924623    -0.0366123     -0.147354   1.20457e-31   -0.00451347
     0.929648    -0.0320069     -0.138533   1.65061e-31   -0.00492196
     0.934673    -0.0281501     -0.129249   9.67645e-32   -0.00541018
     0.939698    -0.0242847     -0.119898   3.73025e-32   -0.00590673
     0.944724    -0.0203812     -0.110248   1.71056e-32   -0.00644033
     0.949749     -0.016662     -0.100562   1.54701e-33   -0.00698755
     0.954774    -0.0139633    -0.0906753   1.16541e-32   -0.00761021
     0.959799    -0.0112612    -0.0807539   1.58914e-32   -0.00823871
     0.964824   -0.00853504    -0.0705821  -2.19384e-32   -0.00890905
     0.969849    -0.0059316    -0.0604191  -5.72661e-32   -0.00957409
     0.974874   -0.00454155    -0.0503442  -6.78499e-32    -0.0101867
     0.979899   -0.00315092    -0.0402593  -7.83894e-32    -0.0108021
     0.984925   -0.00175139    -0.0300231  -8.82505e-32    -0.0114601
      0.98995  -0.000388743    -0.0197972  -9.63352e-32    -0.0120973
     0.994975  -0.000194371   -0.00989859  -4.81676e-32    -0.0120756
            1             0             0             0    -0.0120539
