#           y           U_x           U_y           U_z             p
     0.276382     -0.154028    0.00449383   3.44664e-32   -0.00230679
     0.281407     -0.156316    0.00492156   1.87653e-32   -0.00264092
     0.286432     -0.158641    0.00536184   9.68132e-33   -0.00297781
     0.291457     -0.161186    0.00587742   4.03006e-32   -0.00333129
     0.296482     -0.163691    0.00639616   6.11568e-32   -0.00369018
     0.301508     -0.165883    0.00693994   4.79566e-33    -0.0040918
     0.306533     -0.168097    0.00749242  -5.88859e-32   -0.00449529
     0.311558     -0.170549    0.00814262  -2.04922e-31   -0.00491981
     0.316583     -0.172982    0.00879395  -3.38335e-31     -0.005347
     0.321608      -0.17504    0.00946613  -2.36952e-31    -0.0058236
     0.326633     -0.177103     0.0101409  -1.35264e-31   -0.00630075
     0.331658     -0.179423     0.0109408  -1.89923e-32   -0.00680424
     0.336683     -0.181742     0.0117407   9.72795e-32   -0.00730772
     0.341709     -0.183624     0.0125512   2.71382e-32   -0.00786564
     0.346734     -0.185501     0.0133617  -4.49248e-32   -0.00842412
     0.351759     -0.187628     0.0143177  -7.87779e-32   -0.00901259
     0.356784     -0.189765       0.01528  -1.11005e-31   -0.00960233
     0.361809     -0.191445     0.0162362  -7.23228e-32    -0.0102445
     0.366834     -0.193089      0.017192   -2.8186e-32    -0.0108906
     0.371859     -0.194962     0.0183077   3.67674e-33    -0.0115691
     0.376884     -0.196861     0.0194415   3.41447e-32    -0.0122512
      0.38191     -0.198288     0.0205492   7.44223e-33    -0.0129818
     0.386935     -0.199643      0.021653   -2.8004e-32    -0.0137198
      0.39196     -0.201203     0.0229296   1.19245e-31     -0.014492
     0.396985     -0.202804     0.0242399   3.02142e-31     -0.015271
      0.40201     -0.203925     0.0255013   2.90709e-31    -0.0160924
     0.407035     -0.204931     0.0267509   2.32537e-31    -0.0169241
      0.41206     -0.206117      0.028184   1.62722e-31    -0.0177915
     0.417085     -0.207355     0.0296702   8.95361e-32    -0.0186693
     0.422111     -0.208117     0.0310831   5.01235e-32    -0.0195818
     0.427136     -0.208715      0.032471   2.22772e-32    -0.0205061
     0.432161     -0.209466     0.0340498   1.35094e-31    -0.0214671
     0.437186     -0.210279      0.035705   3.04176e-31    -0.0224426
     0.442211     -0.210627     0.0372625   2.59472e-31    -0.0234435
     0.447236     -0.210761     0.0387747   1.15852e-31     -0.024456
     0.452261      -0.21102     0.0404817   7.34675e-32    -0.0255053
     0.457286     -0.211347     0.0422922   8.48645e-32    -0.0265739
     0.462312     -0.211232     0.0439819   1.57825e-31    -0.0276574
     0.467337      -0.21085     0.0455985   2.68128e-31      -0.02875
     0.472362     -0.210566     0.0474092   9.26143e-31    -0.0298784
     0.477387     -0.210351     0.0493539   1.96189e-30    -0.0310315
     0.482412     -0.209729     0.0511582   1.55364e-30    -0.0321885
     0.487437     -0.208789     0.0528528   1.64566e-32    -0.0333486
     0.492462     -0.207922     0.0547365  -1.43124e-30    -0.0345429
     0.497487     -0.207121     0.0567874  -2.79977e-30    -0.0357676
     0.502513     -0.205955     0.0586833  -2.57481e-30    -0.0369854
     0.507538     -0.204424     0.0604242  -7.56339e-31    -0.0381965
     0.512563     -0.202944     0.0623443   1.22298e-30    -0.0394395
     0.517588     -0.201521      0.064467   3.38414e-30    -0.0407185
     0.522613     -0.199784     0.0664264   3.62195e-30    -0.0419814
     0.527638     -0.197643     0.0681769   1.39966e-30    -0.0432234
     0.532663     -0.195534     0.0700921  -1.00207e-30    -0.0444943
     0.537688     -0.193468     0.0722459    -3.664e-30    -0.0458069
     0.542714     -0.191142     0.0742357   -4.3877e-30    -0.0470958
     0.547739     -0.188386     0.0759548  -1.91593e-30    -0.0483456
     0.552764     -0.185644     0.0778198   3.11885e-31    -0.0496205
     0.557789     -0.182929     0.0799593    2.0805e-30    -0.0509427
     0.562814     -0.180009      0.081942   2.78309e-30    -0.0522363
     0.567839     -0.176644     0.0835857   1.18169e-30    -0.0534684
     0.572864     -0.173281     0.0853528  -1.30229e-31    -0.0547215
     0.577889     -0.169924     0.0874286  -7.18465e-31    -0.0560268
     0.582915     -0.166415     0.0893633  -1.01505e-30    -0.0573022
      0.58794     -0.162462      0.090886  -4.60023e-31      -0.05849
     0.592965     -0.158504      0.092507   1.30673e-31    -0.0596944
      0.59799     -0.154526     0.0944679   8.44587e-31    -0.0609556
     0.603015     -0.150445     0.0963114   1.24626e-30    -0.0621889
      0.60804     -0.145936      0.097667   3.49659e-31     -0.063306
     0.613065     -0.141417     0.0990942  -5.43531e-31     -0.064435
      0.61809      -0.13685      0.100888  -1.41924e-30    -0.0656249
     0.623116     -0.132222      0.102596  -2.07433e-30    -0.0667925
     0.628141     -0.127194       0.10374  -1.28687e-30    -0.0678138
     0.633166     -0.122158      0.104928   -6.7458e-31    -0.0688425
     0.638191     -0.117041      0.106504  -1.60385e-30    -0.0699356
     0.643216     -0.111897      0.108031  -2.39228e-30    -0.0710151
     0.648241     -0.106391       0.10892  -1.34972e-30    -0.0719181
     0.653266      -0.10088      0.109826  -3.98617e-31     -0.072824
     0.658291    -0.0952557      0.111135  -1.59677e-30    -0.0737975
     0.663317    -0.0896286      0.112438  -2.77818e-30    -0.0747688
     0.668342    -0.0836784      0.113031  -2.33617e-30    -0.0755345
     0.673367    -0.0777281      0.113623  -1.89417e-30    -0.0763002
     0.678392    -0.0716367      0.114613  -1.81709e-30    -0.0771337
     0.683417    -0.0655423       0.11561   -1.7476e-30    -0.0779686
     0.688442    -0.0591843      0.115907  -1.31072e-30    -0.0785935
     0.693467    -0.0528122      0.116166  -8.54086e-31    -0.0792072
     0.698492     -0.046285      0.116777  -1.58108e-30    -0.0798834
     0.703518    -0.0397441       0.11742  -2.41329e-30    -0.0805652
     0.708543    -0.0329772      0.117395  -1.17187e-30    -0.0810425
     0.713568    -0.0261817      0.117285   3.31732e-31    -0.0814941
     0.718593     -0.019222      0.117482   1.68412e-30    -0.0820035
     0.723618    -0.0122349       0.11773   3.01129e-30    -0.0825226
     0.728643   -0.00502564      0.117351   1.70229e-30    -0.0828475
     0.733668    0.00223018       0.11684  -1.59989e-31    -0.0831316
     0.738693    0.00965571      0.116591  -1.70353e-30    -0.0834696
     0.743719     0.0171248       0.11641  -3.16533e-30    -0.0838215
     0.748744     0.0248503      0.115648  -2.06162e-30    -0.0839927
     0.753769     0.0326544      0.114708  -1.71155e-31    -0.0841085
     0.758794     0.0406306      0.113986   2.97845e-30     -0.084275
     0.763819     0.0486688      0.113343   6.58273e-30    -0.0844597
     0.768844     0.0570383      0.112172   5.52189e-30    -0.0844797
     0.773869     0.0655471      0.110779   2.50034e-30    -0.0844305
     0.778894     0.0742276      0.109563   6.76722e-31    -0.0844292
      0.78392     0.0829915      0.108434  -5.66074e-31    -0.0844512
     0.788945     0.0922005      0.106833   -5.6064e-31    -0.0843257
      0.79397      0.101657      0.104971   1.38256e-31    -0.0841183
     0.798995      0.111283      0.103249   9.75802e-31    -0.0839565
      0.80402      0.121016      0.101615   1.90116e-30    -0.0838238
     0.809045       0.13134     0.0995748   1.73847e-30    -0.0835613
      0.81407       0.14209     0.0972431   7.93146e-31    -0.0832056
     0.819095      0.153006      0.095017   8.17087e-31    -0.0828935
     0.824121      0.164056     0.0928768    1.6308e-30     -0.082617
     0.829146      0.175861     0.0904031   1.37971e-30    -0.0822287
     0.834171       0.18836     0.0876219   1.47334e-31    -0.0817373
     0.839196       0.20102     0.0849172  -1.68268e-30    -0.0812875
     0.844221      0.213846      0.082292  -4.13522e-30     -0.080881
     0.849246       0.22758     0.0794146  -4.49326e-30    -0.0803804
     0.854271      0.242384     0.0762404  -2.38443e-30     -0.079769
     0.859296      0.257339     0.0731182  -1.48035e-30    -0.0791968
     0.864322      0.272496     0.0700655  -2.18261e-30    -0.0786768
     0.869347      0.288672     0.0668502  -2.06074e-30    -0.0780803
     0.874372      0.306391     0.0633887  -6.92109e-31    -0.0773681
     0.879397      0.324249     0.0599603   6.68824e-31    -0.0766921
     0.884422      0.342346     0.0565887    2.0165e-30    -0.0760784
     0.889447       0.36149     0.0531474   2.45862e-30    -0.0754059
     0.894472      0.382696     0.0495685   1.11707e-30    -0.0746178
     0.899497      0.404024     0.0460087   3.53219e-31     -0.073862
     0.904523      0.425627     0.0424921   8.98807e-31    -0.0731792
     0.909548      0.448188     0.0389923   1.09223e-30    -0.0724554
     0.914573      0.473269     0.0355366   3.59572e-31    -0.0716235
     0.919598      0.498448     0.0320907   2.67826e-31    -0.0708189
     0.924623      0.523928     0.0286746   2.15221e-30    -0.0700987
     0.929648      0.550152     0.0253427   3.33304e-30    -0.0693521
     0.934673      0.579102     0.0223192   1.93419e-30    -0.0685088
     0.939698      0.608121     0.0192998   7.20601e-31     -0.067687
     0.944724      0.637445      0.016299   3.30441e-31    -0.0669604
     0.949749      0.667208     0.0134175   9.43673e-32    -0.0662175
     0.954774      0.699394     0.0111966     7.109e-31    -0.0653836
     0.959799      0.731618    0.00897711   1.36116e-30    -0.0645644
     0.964824      0.764112    0.00676723   2.25312e-30    -0.0638503
     0.969849      0.796741    0.00465702   2.97372e-30    -0.0631366
     0.974874      0.830708    0.00353245   1.99977e-30    -0.0624274
     0.979899      0.864685    0.00240811   1.20719e-30    -0.0617255
     0.984925      0.898838    0.00128722   3.19568e-30    -0.0611369
      0.98995      0.932971   0.000197616   5.04605e-30    -0.0605645
     0.994975      0.966485   9.88081e-05   2.52303e-30    -0.0605042
            1             1             0             0    -0.0604439
