#           x           U_x           U_y           U_z             p
      0.59799     -0.730269     -0.751601   3.34087e-29      -9.98198
     0.603015     -0.736903     -0.804117   3.46443e-29      -9.95634
      0.60804     -0.743384     -0.856565  -7.29789e-31      -9.91531
     0.613065     -0.749938     -0.909108  -3.69221e-29      -9.87594
      0.61809     -0.756864     -0.962136  -7.73077e-29      -9.84507
     0.623116     -0.763755      -1.01514  -1.06269e-28      -9.81169
     0.628141     -0.770417      -1.06797  -6.05334e-29      -9.76182
     0.633166     -0.777125      -1.12087  -1.54805e-29      -9.71301
     0.638191     -0.784232       -1.1744   2.35633e-29      -9.67344
     0.643216     -0.791315      -1.22791   5.74135e-29      -9.63253
     0.648241     -0.798072      -1.28107   2.37457e-29      -9.57411
     0.653266     -0.804847      -1.33427  -1.09282e-29      -9.51612
     0.658291     -0.812034      -1.38826  -6.92436e-29      -9.46815
     0.663317     -0.819217      -1.44223  -1.26435e-28      -9.41998
     0.668342     -0.825977      -1.49563  -7.46384e-29      -9.35339
     0.673367     -0.832737      -1.54903  -2.28413e-29       -9.2868
     0.678392     -0.839871      -1.60334   1.57302e-29      -9.23058
     0.683417     -0.847014      -1.65766   5.40261e-29      -9.17458
     0.688442     -0.853736      -1.71121   3.62993e-29       -9.1012
     0.693467     -0.860436      -1.76473   1.55604e-29       -9.0269
     0.698492     -0.867393      -1.81915  -7.39843e-31      -8.96247
     0.703518     -0.874373      -1.87365  -1.66456e-29      -8.89892
     0.708543     -0.881082      -1.92737  -1.77053e-29      -8.81946
     0.713568     -0.887757      -1.98099  -1.68879e-29      -8.73798
     0.718593     -0.894509      -2.03543  -6.34877e-29      -8.66591
     0.723618     -0.901274      -2.09001   -1.1799e-28       -8.5954
     0.728643     -0.908147      -2.14417   -8.1359e-29      -8.51036
     0.733668     -0.915042      -2.19824  -2.56006e-29      -8.42227
     0.738693     -0.921755      -2.25294   2.60934e-30      -8.34314
     0.743719     -0.928421       -2.3078   2.37556e-29      -8.26631
     0.748744     -0.935895      -2.36329   2.17989e-29      -8.17611
     0.753769     -0.943618      -2.41897   1.27573e-29      -8.08181
     0.758794     -0.950819      -2.47497  -8.63288e-30      -7.99608
     0.763819     -0.957832      -2.53109  -3.44823e-29      -7.91345
     0.768844     -0.966694      -2.58986  -3.08021e-29       -7.8182
     0.773869     -0.976333      -2.64975  -1.47109e-29      -7.71763
     0.778894     -0.985072       -2.7096  -3.18643e-29      -7.62534
      0.78392     -0.993374      -2.76944  -6.51362e-29      -7.53705
     0.788945      -1.00474      -2.83491  -5.88434e-29      -7.43624
      0.79397      -1.01781       -2.9035    -3.057e-29      -7.32846
     0.798995      -1.02965      -2.97184  -3.09587e-29       -7.2287
      0.80402       -1.0407      -3.04002  -4.94999e-29      -7.13401
     0.809045      -1.05573      -3.11693  -4.69231e-29      -7.02612
      0.81407      -1.07363      -3.20011   -2.9156e-29      -6.90874
     0.819095      -1.09011      -3.28322  -1.78235e-29      -6.79908
     0.824121      -1.10545      -3.36626   -1.1734e-29      -6.69572
     0.829146      -1.12445      -3.45927  -7.53148e-30      -6.57766
     0.834171      -1.14683      -3.56146  -5.06802e-30      -6.44605
     0.839196      -1.16794       -3.6643   1.24145e-29      -6.32189
     0.844221      -1.18772      -3.76784   4.55419e-29      -6.20547
     0.849246      -1.20806      -3.87794   4.89315e-29      -6.07217
     0.854271      -1.22906      -3.99577   1.72964e-29        -5.919
     0.859296      -1.24967      -4.11545   3.65981e-30      -5.77328
     0.864322      -1.26976      -4.23761   1.40211e-29      -5.63752
     0.869347        -1.282      -4.34503   1.59436e-29       -5.4851
     0.874372      -1.28236      -4.43015   5.09967e-30       -5.3075
     0.879397      -1.28269      -4.51826  -8.93331e-31      -5.13474
     0.884422      -1.28293      -4.61149     1.468e-30      -4.97029
     0.889447      -1.27637      -4.67915   2.68356e-30      -4.80975
     0.894472      -1.25639      -4.69644    1.6423e-30      -4.65692
     0.899497      -1.23727      -4.71637  -6.40828e-31      -4.50652
     0.904523      -1.22007      -4.74223  -5.73887e-30      -4.36166
     0.909548      -1.19165      -4.74111  -7.73548e-30      -4.22005
     0.914573      -1.13374      -4.66903  -1.57646e-30      -4.08698
     0.919598      -1.07696      -4.59933   5.70938e-30       -3.9558
     0.924623      -1.02371      -4.53693   1.64696e-29      -3.83041
     0.929648     -0.963629      -4.43553   2.28115e-29       -3.7126
     0.934673      -0.87852      -4.19108   1.29525e-29      -3.62252
     0.939698     -0.793982      -3.94835   4.46081e-30      -3.53326
     0.944724     -0.711985      -3.71321   2.04556e-30      -3.44769
     0.949749     -0.627477      -3.45462   1.00327e-31      -3.37168
     0.954774     -0.529078       -3.0663   7.55795e-31      -3.34865
     0.959799     -0.430955      -2.67822   1.07701e-30      -3.32581
     0.964824     -0.334813      -2.29189  -9.97246e-31      -3.30436
     0.969849     -0.242078      -1.90761  -2.95192e-30      -3.28741
     0.974874     -0.183038      -1.54352   -3.7241e-30      -3.31494
     0.979899     -0.124032      -1.17928  -4.48557e-30      -3.34256
     0.984925    -0.0655514     -0.812726  -5.08284e-30      -3.37158
      0.98995   -0.00872769     -0.450502  -5.57647e-30      -3.39968
     0.994975   -0.00436385     -0.225251  -2.78823e-30      -3.39866
            1             0             0             0      -3.39765
