#           y           U_x           U_y           U_z             p
     0.170854      -3.51171   -0.00245857  -1.91058e-29      -2.64735
     0.175879      -3.52466    0.00226817  -2.07161e-29      -2.81747
     0.180905      -3.52286    0.00606696  -1.60982e-29       -2.9885
      0.18593      -3.52251     0.0103963   -1.5875e-29      -3.16438
     0.190955      -3.52395     0.0153766  -2.10456e-29      -3.34622
      0.19598      -3.51479     0.0199777  -2.00057e-29      -3.52649
     0.201005      -3.49089     0.0240515  -1.03318e-29      -3.70457
      0.20603      -3.46768      0.028516  -2.90109e-30      -3.88705
     0.211055      -3.44559     0.0335973   9.87673e-31      -4.07646
      0.21608      -3.41582     0.0384103   3.01169e-30      -4.26066
     0.221106      -3.37225     0.0427406   1.67917e-30      -4.43549
     0.226131      -3.32886     0.0473815  -7.60384e-31      -4.61415
     0.231156      -3.28582     0.0526627   -5.4832e-30      -4.80072
     0.236181      -3.23916     0.0574088  -9.12489e-30      -4.98061
     0.241206      -3.18387     0.0608816  -1.01942e-29      -5.14466
     0.246231      -3.12858      0.064518  -1.54487e-29      -5.31177
     0.251256      -3.07329     0.0686072  -3.22926e-29      -5.48734
     0.256281      -3.01717     0.0723419  -4.15532e-29      -5.65694
     0.261307      -2.95835     0.0749208  -2.60856e-29      -5.80708
     0.266332      -2.89946     0.0775691  -9.98751e-30       -5.9595
     0.271357      -2.84029     0.0804886   8.56932e-30      -6.12079
     0.276382       -2.7814     0.0832877   2.17339e-29      -6.27767
     0.281407       -2.7239     0.0855138   9.20573e-30      -6.41358
     0.286432      -2.66633     0.0877627   3.48634e-32      -6.55102
     0.291457      -2.60837     0.0901491   1.10075e-29      -6.69768
     0.296482      -2.55082     0.0925231   1.90792e-29      -6.84164
     0.301508      -2.49657     0.0947992   4.20619e-30      -6.96428
     0.306533      -2.44229     0.0970803  -1.21392e-29      -7.08776
     0.311558      -2.38764     0.0994173  -4.50496e-29      -7.22079
     0.316583      -2.33318      0.101769  -7.50334e-29      -7.35269
     0.321608      -2.28231      0.104391  -5.05817e-29      -7.46344
     0.326633      -2.23142      0.107013  -2.60507e-29      -7.57441
     0.331658      -2.18026      0.109667   2.29184e-30      -7.69528
     0.336683       -2.1291      0.112321   3.06344e-29      -7.81616
     0.341709      -2.08078      0.115424   1.26612e-29      -7.91644
     0.346734      -2.03249      0.118532  -5.78952e-30      -8.01652
     0.351759      -1.98404      0.121689  -1.05155e-29       -8.1261
     0.356784      -1.93559      0.124848  -1.46574e-29      -8.23608
     0.361809      -1.88876      0.128417  -7.47774e-30      -8.32768
     0.366834      -1.84205      0.132016   5.72858e-31      -8.41787
     0.371859      -1.79528      0.135699    3.1352e-30      -8.51681
     0.376884       -1.7485       0.13939   5.07387e-30      -8.61675
      0.38191      -1.70243      0.143371     1.707e-30          -8.7
     0.386935      -1.65647      0.147396   -2.4713e-30      -8.78068
      0.39196      -1.61049      0.151534   1.19794e-29      -8.86945
     0.396985      -1.56451      0.155694    3.0065e-29      -8.95979
      0.40201       -1.5187      0.160014   2.76362e-29      -9.03479
     0.407035      -1.47294      0.164374   2.02736e-29       -9.1061
      0.41206      -1.42716      0.168863   1.28359e-29      -9.18484
     0.417085      -1.38138      0.173389   5.37651e-30      -9.26573
     0.422111      -1.33553      0.177976   2.72616e-30      -9.33247
     0.427136      -1.28966      0.182583   1.72274e-30      -9.39437
     0.432161      -1.24376      0.187322   1.00727e-29      -9.46306
     0.437186      -1.19784      0.192114    2.2164e-29      -9.53449
     0.442211      -1.15179      0.196901   1.69853e-29      -9.59288
     0.447236      -1.10567      0.201686   3.81608e-30      -9.64524
     0.452261       -1.0595      0.206594   6.41469e-31      -9.70381
     0.457286      -1.01329      0.211567   2.77651e-30      -9.76567
     0.462312      -0.96696      0.216502   7.03212e-30      -9.81561
     0.467337     -0.920563      0.221414    1.2574e-29      -9.85834
     0.472362      -0.87407      0.226432   4.80714e-29      -9.90667
     0.477387     -0.827511      0.231521   1.04228e-28      -9.95887
     0.482412     -0.780877      0.236562   8.29968e-29      -10.0003
     0.487437     -0.734184      0.241566   1.26258e-30      -10.0333
     0.492462     -0.687367      0.246652  -7.29546e-29      -10.0713
     0.497487      -0.64044      0.251811  -1.40522e-28      -10.1138
     0.502513     -0.593476      0.256925  -1.29638e-28      -10.1466
     0.507538     -0.546476      0.261992  -4.03007e-29      -10.1698
     0.512563     -0.499328      0.267118   5.33719e-29      -10.1974
     0.517588     -0.452015      0.272311   1.51946e-28      -10.2301
     0.522613     -0.404692      0.277466   1.64634e-28      -10.2544
     0.527638     -0.357355      0.282571   6.74694e-29      -10.2677
     0.532663     -0.309856      0.287713  -3.40567e-29       -10.285
     0.537688     -0.262122      0.292908  -1.41906e-28      -10.3079
     0.542714     -0.214391      0.298074  -1.72707e-28      -10.3236
     0.547739     -0.166665      0.303191  -7.64818e-29      -10.3272
     0.552764      -0.11877      0.308325   8.98336e-30      -10.3341
     0.557789     -0.070558      0.313491   7.41941e-29      -10.3473
     0.562814    -0.0223519      0.318636   1.00873e-28      -10.3544
     0.567839     0.0258409      0.323737   4.42728e-29      -10.3483
     0.572864     0.0741993      0.328838  -1.55456e-30      -10.3449
     0.577889      0.122972       0.33394  -2.04499e-29      -10.3485
     0.582915      0.171742      0.339029  -3.03833e-29      -10.3471
      0.58794      0.220505       0.34408   -1.4148e-29      -10.3313
     0.592965       0.26942      0.349119   3.22141e-30      -10.3177
      0.59799       0.31886      0.354117   2.45089e-29      -10.3117
     0.603015      0.368305      0.359109   3.67388e-29       -10.302
      0.60804       0.41777      0.364074   1.13083e-29      -10.2767
     0.613065      0.467362       0.36902  -1.41881e-29       -10.253
      0.61809      0.517604       0.37387  -4.00217e-29      -10.2377
     0.623116      0.567858      0.378718  -5.94199e-29      -10.2198
     0.628141      0.618184      0.383557  -3.67402e-29      -10.1851
     0.633166        0.6686      0.388378   -1.8632e-29      -10.1515
     0.638191      0.719808       0.39303  -4.07525e-29       -10.127
     0.643216      0.771027      0.397684  -5.94239e-29      -10.1011
     0.648241      0.822403      0.402356  -3.32585e-29      -10.0572
     0.653266       0.87382      0.407017  -9.33392e-30      -10.0137
     0.658291      0.926184      0.411419   -3.8068e-29      -9.98027
     0.663317      0.978551      0.415821  -6.63973e-29      -9.94663
     0.668342       1.03118      0.420279  -5.54604e-29      -9.89375
     0.673367       1.08382      0.424737  -4.45235e-29      -9.84087
     0.678392       1.13753      0.428839  -4.13411e-29      -9.79855
     0.683417       1.19126      0.432934  -3.83202e-29      -9.75645
     0.688442       1.24533       0.43712  -2.89724e-29      -9.69583
     0.693467       1.29941       0.44131  -1.92844e-29      -9.63421
     0.698492       1.35462      0.445073   -3.2966e-29      -9.58287
     0.703518       1.40993      0.448799   -4.8725e-29      -9.53243
     0.708543       1.46558      0.452641  -2.35685e-29      -9.46462
     0.713568       1.52127      0.456498   6.76132e-30      -9.39462
     0.718593       1.57812      0.459863   3.32571e-29       -9.3346
     0.723618       1.63517      0.463146   5.91138e-29      -9.27623
     0.728643       1.69243      0.466553    3.3327e-29      -9.20169
     0.733668       1.74974      0.469986  -3.29859e-30      -9.12376
     0.738693       1.80826      0.472874  -3.26945e-29      -9.05551
     0.743719       1.86709      0.475624  -6.02366e-29      -8.98975
     0.748744       1.92584      0.478476  -3.95491e-29      -8.90911
     0.753769       1.98456       0.48136  -4.07121e-30      -8.82391
     0.758794       2.04456      0.483664   5.39032e-29      -8.74808
     0.763819       2.10501      0.485759   1.20001e-28      -8.67565
     0.768844       2.16486      0.487899   1.00388e-28      -8.58979
     0.773869       2.22445      0.490057   4.47508e-29      -8.49829
     0.778894       2.28538      0.491621   1.19133e-29      -8.41582
      0.78392       2.34697      0.492897  -9.86989e-30      -8.33772
     0.788945        2.4072      0.494124  -1.00237e-29      -8.24786
      0.79397       2.46667      0.495322   1.83883e-30      -8.15147
     0.798995       2.52756      0.495935   1.59678e-29      -8.06369
      0.80402       2.58934      0.496177   3.15323e-29      -7.98136
     0.809045       2.64885      0.496247   2.86214e-29      -7.88915
      0.81407       2.70673      0.496193   1.24214e-29      -7.78982
     0.819095       2.76609      0.495586   1.24006e-29      -7.69861
     0.824121       2.82664      0.494526   2.55629e-29      -7.61401
     0.829146       2.88394      0.493163   2.16215e-29      -7.52156
     0.834171       2.93823       0.49152   1.91797e-30       -7.4219
     0.839196       2.99404      0.489375  -2.72011e-29      -7.32975
     0.844221       3.05142      0.486706  -6.61281e-29      -7.24544
     0.849246       3.10467      0.483619  -7.16841e-29       -7.1554
     0.854271       3.15304       0.48004  -3.79365e-29      -7.05861
     0.859296       3.20293      0.476027  -2.33479e-29      -6.96865
     0.864322       3.25482      0.471435  -3.43044e-29      -6.88778
     0.869347        3.3021      0.466296  -3.23783e-29      -6.80319
     0.874372       3.34238      0.460328  -1.09629e-29      -6.71298
     0.879397        3.3841      0.454007   1.01646e-29      -6.62879
     0.884422        3.4283      0.447078   3.07966e-29      -6.55497
     0.889447       3.46886      0.439531   3.75734e-29      -6.47905
     0.894472       3.50225      0.430766   1.70597e-29      -6.39897
     0.899497       3.53692      0.421736   5.40764e-30      -6.32402
     0.904523       3.57449      0.412103    1.3842e-29       -6.2607
     0.909548       3.61417      0.401193   1.68439e-29      -6.19646
     0.914573       3.65941      0.386926   5.56048e-30      -6.12979
     0.919598        3.7057      0.372486   4.12614e-30      -6.06727
     0.924623       3.75521      0.357514   3.30598e-29       -6.0176
     0.929648       3.81862      0.341216   5.11986e-29      -5.96719
     0.934673         3.933      0.320055   2.97564e-29      -5.91407
     0.939698       4.04815      0.298802   1.11443e-29       -5.8641
     0.944724       4.16669      0.277143   5.11036e-30      -5.82812
     0.949749       4.31411      0.254338   1.48102e-30      -5.79094
     0.954774       4.62132      0.225201    1.1157e-29      -5.74711
     0.959799       4.92902      0.196024   2.14165e-29      -5.70539
     0.964824       5.24024      0.166568   3.58579e-29      -5.67878
     0.969849       5.58349      0.136986   4.75894e-29      -5.65133
     0.974874       6.24351      0.106162   3.25231e-29      -5.61564
     0.979899       6.90373     0.0753287   2.05953e-29        -5.581
     0.984925       7.56714     0.0443446   5.67911e-29      -5.56258
      0.98995       8.23723     0.0140933   9.04939e-29      -5.54447
     0.994975       9.11862    0.00704664   4.52469e-29      -5.53582
            1            10             0             0      -5.52717
