#           x           U_x           U_y           U_z             p
     0.452261     -0.446132      0.450048   1.67126e-30       -1.4763
     0.457286     -0.447663       0.42553   1.00848e-29      -1.48923
     0.462312     -0.449339      0.400885  -8.54172e-31      -1.49925
     0.467337     -0.451103      0.376162  -2.35316e-29      -1.50751
     0.472362     -0.452714      0.351482  -3.22799e-29      -1.51722
     0.477387     -0.454219       0.32683  -3.14219e-29      -1.52794
     0.482412     -0.455939      0.302194  -2.86762e-29      -1.53603
     0.487437     -0.457829      0.277568  -2.44546e-29      -1.54206
     0.492462     -0.459544      0.252951  -5.58453e-29      -1.54941
     0.497487     -0.461105       0.22834  -1.18739e-28      -1.55791
     0.502513     -0.462926       0.20381  -1.13816e-28      -1.56408
     0.507538     -0.465008       0.17936  -4.10759e-29      -1.56791
     0.512563     -0.466905        0.1549   1.47508e-29      -1.57291
     0.517588     -0.468593       0.13043   5.14581e-29      -1.57921
     0.522613     -0.470565      0.106051   5.43306e-29      -1.58349
     0.527638     -0.472902     0.0817908   1.39261e-29      -1.58517
     0.532663     -0.475051     0.0575156  -2.47866e-29      -1.58787
     0.537688     -0.476928     0.0332191   -6.1046e-29      -1.59203
     0.542714     -0.479098     0.0089938  -7.45329e-29      -1.59446
     0.547739      -0.48175     -0.015114  -5.04762e-29      -1.59405
     0.552764      -0.48422    -0.0392334  -3.58579e-29      -1.59451
     0.557789     -0.486348     -0.063375  -3.90061e-29      -1.59659
     0.562814     -0.488762    -0.0874842   -3.6569e-29      -1.59724
     0.567839     -0.491795     -0.111523  -2.20607e-29      -1.59479
     0.572864      -0.49466     -0.135567   -5.8197e-30      -1.59306
     0.577889     -0.497102     -0.159621    1.4753e-29      -1.59313
     0.582915     -0.499811     -0.183687    2.8713e-29      -1.59205
      0.58794     -0.503302     -0.207787   2.33638e-29      -1.58762
     0.592965     -0.506645     -0.231884   2.12895e-29      -1.58376
      0.59799     -0.509477     -0.255968   3.05284e-29      -1.58189
     0.603015     -0.512543     -0.280103   3.18578e-29      -1.57915
      0.60804      -0.51658     -0.304447   3.00809e-31      -1.57278
     0.613065     -0.520499     -0.328781  -3.20494e-29      -1.56683
      0.61809     -0.523815     -0.353071  -6.84645e-29      -1.56308
     0.623116     -0.527313     -0.377432   -9.4619e-29      -1.55873
     0.628141     -0.531999     -0.402265  -5.36853e-29      -1.55043
     0.633166     -0.536606     -0.427089  -1.33824e-29      -1.54241
     0.638191     -0.540522     -0.451831   2.13703e-29      -1.53682
     0.643216     -0.544546     -0.476638   5.15032e-29       -1.5309
     0.648241     -0.549987      -0.50228   2.15776e-29      -1.52068
     0.653266     -0.555396     -0.527918  -9.25366e-30      -1.51057
     0.658291     -0.560044     -0.553451  -6.13697e-29      -1.50315
     0.663317     -0.564708     -0.578997  -1.12481e-28      -1.49569
     0.668342     -0.570994     -0.605844  -6.61619e-29      -1.48349
     0.673367      -0.57728     -0.632692  -1.98425e-29       -1.4713
     0.678392     -0.582813     -0.659456   1.42966e-29      -1.46196
     0.683417      -0.58833     -0.686218   4.81821e-29      -1.45268
     0.688442     -0.595406     -0.714627   3.25526e-29      -1.43868
     0.693467     -0.602567     -0.743125    1.4261e-29      -1.42443
     0.698492     -0.609111      -0.77164  -2.04849e-31      -1.41296
     0.703518     -0.615601     -0.800156  -1.43307e-29      -1.40174
     0.708543     -0.623379     -0.830499  -1.51089e-29      -1.38587
     0.713568      -0.63132     -0.861072  -1.41996e-29      -1.36942
     0.718593     -0.638858     -0.891856   -5.5096e-29      -1.35565
     0.723618     -0.646329     -0.922675   -1.0296e-28      -1.34233
     0.728643     -0.654572     -0.955216  -7.06755e-29      -1.32445
     0.733668     -0.662977     -0.988118  -2.15696e-29      -1.30561
     0.738693     -0.671271      -1.02154   2.75446e-30      -1.28932
     0.743719     -0.679537      -1.05509   2.07241e-29      -1.27369
     0.748744     -0.687764      -1.08979   1.91488e-29      -1.25365
     0.753769      -0.69598      -1.12486   1.15798e-29      -1.23227
     0.758794     -0.704441      -1.16085  -6.48509e-30      -1.21323
     0.763819     -0.712992      -1.19718  -2.83401e-29      -1.19504
     0.768844     -0.720393      -1.23346  -2.55965e-29      -1.17276
     0.773869     -0.727311      -1.26972  -1.25144e-29      -1.14875
     0.778894     -0.734863      -1.30741  -2.68853e-29      -1.12682
      0.78392     -0.742721      -1.34579  -5.45669e-29      -1.10589
     0.788945     -0.748077      -1.38216  -4.89899e-29       -1.0814
      0.79397     -0.752042       -1.4174  -2.49359e-29      -1.05494
     0.798995     -0.756991      -1.45459  -2.42696e-29      -1.03018
      0.80402     -0.762563        -1.493  -3.84156e-29      -1.00648
     0.809045     -0.764172      -1.52671  -3.61149e-29     -0.980073
      0.81407     -0.762929      -1.55704  -2.19841e-29     -0.951711
     0.819095     -0.762845      -1.58972   -1.3102e-29      -0.92455
     0.824121     -0.763703      -1.62433  -8.49665e-30     -0.898369
     0.829146     -0.759702      -1.65055  -5.22714e-30     -0.870936
     0.834171     -0.751223      -1.66902  -3.18869e-30      -0.84235
     0.839196     -0.743999      -1.68965   9.31274e-30     -0.814544
     0.844221     -0.738082       -1.7125   3.27131e-29     -0.787552
     0.849246     -0.727061      -1.72586   3.50749e-29     -0.761009
     0.854271     -0.710028      -1.72803    1.2658e-29     -0.734994
     0.859296     -0.694125      -1.73202   2.57976e-30     -0.709477
     0.864322     -0.679728      -1.73845   8.95303e-30     -0.684624
     0.869347     -0.660908      -1.73435   1.00158e-29     -0.660814
     0.874372     -0.635397      -1.71433   3.04463e-30     -0.638581
     0.879397      -0.61074       -1.6958   -7.4349e-31      -0.61654
     0.884422     -0.587553      -1.67982   9.50263e-31     -0.594827
     0.889447     -0.561094      -1.65371   1.81073e-30     -0.575078
     0.894472     -0.528191      -1.60764   1.02989e-30     -0.559197
     0.899497     -0.495868      -1.56236  -5.26019e-31     -0.543301
     0.904523     -0.464861      -1.51889  -3.83874e-30     -0.527373
     0.909548     -0.432329      -1.46774  -5.09279e-30     -0.513602
     0.914573     -0.395787       -1.3964   -9.3333e-31     -0.505501
     0.919598     -0.359527      -1.32524   4.11928e-30     -0.497361
     0.924623     -0.324141      -1.25463   1.19257e-29     -0.489102
     0.929648     -0.289032      -1.18023   1.65364e-29     -0.482428
     0.934673     -0.254944      -1.09192   9.42929e-30     -0.481564
     0.939698     -0.220944      -1.00344   3.29942e-30     -0.480695
     0.944724     -0.187341     -0.914245   1.51299e-30     -0.479802
     0.949749      -0.15501     -0.824679   8.46729e-32     -0.479704
     0.954774     -0.129719     -0.733086   6.37869e-31     -0.484001
     0.959799     -0.104441     -0.641299   9.03174e-31     -0.488315
     0.964824    -0.0792568     -0.548123  -8.94745e-31      -0.49275
     0.969849    -0.0551922      -0.45601  -2.56678e-30     -0.497306
     0.974874    -0.0421937     -0.374392   -2.9939e-30     -0.503057
     0.979899    -0.0291948     -0.292702  -3.42453e-30     -0.508822
     0.984925    -0.0161898     -0.209892  -3.90903e-30     -0.514814
      0.98995   -0.00352877     -0.127664  -4.31269e-30     -0.520619
     0.994975   -0.00176438     -0.063832  -2.15634e-30     -0.520483
            1             0             0             0     -0.520347
