#           y           U_x           U_y           U_z             p
     0.447236      -3.04895      0.223892             0      -228.458
     0.452261        -2.866      0.242647             0      -229.026
     0.457286      -2.68407      0.261533             0      -229.537
     0.462312      -2.50221      0.280491             0       -230.05
     0.467337      -2.32135      0.299583             0      -230.502
     0.472362       -2.1411      0.318796             0      -230.911
     0.477387      -1.96089      0.338059             0      -231.318
     0.482412      -1.78156      0.357481             0      -231.658
     0.487437       -1.6025      0.376994             0      -231.969
     0.492462      -1.42343      0.396542             0      -232.273
     0.497487      -1.24507      0.416283             0      -232.502
     0.502513      -1.06667      0.436076             0      -232.716
     0.507538     -0.888234      0.455905             0      -232.915
     0.512563     -0.710198      0.475941             0      -233.039
     0.517588     -0.531896      0.495986             0      -233.158
     0.522613     -0.353507      0.516091             0      -233.249
     0.527638     -0.175168      0.536387             0      -233.275
     0.532663      0.003627      0.556651   9.39843e-28        -233.3
     0.537688      0.182629       0.57701   6.08133e-28      -233.285
     0.542714      0.361885      0.597538   2.52761e-40      -233.213
     0.547739      0.541792       0.61798  -6.96589e-28      -233.145
     0.552764      0.722097      0.638564  -8.51387e-28      -233.025
     0.557789       0.90295      0.659264             0       -232.86
     0.562814       1.08457      0.679855             0      -232.696
     0.567839       1.26689      0.700623             0       -232.47
     0.572864       1.45001      0.721435             0      -232.213
     0.577889         1.634      0.742126             0      -231.953
     0.582915       1.81906      0.763026             0      -231.622
      0.58794       2.00513      0.783879             0      -231.274
     0.592965       2.19218       0.80461             0      -230.916
      0.59799       2.38072      0.825571             0      -230.482
     0.603015       2.57041      0.846378             0      -230.041
      0.60804       2.76134      0.867101             0      -229.579
     0.613065       2.95397      0.888005             0      -229.047
      0.61809       3.14799      0.908663             0      -228.514
     0.623116       3.34354      0.929284             0      -227.946
     0.628141       3.54094      0.950026             0      -227.317
     0.633166       3.73998      0.970408             0      -226.692
     0.638191       3.94088      0.990808             0      -226.018
     0.643216       4.14375       1.01124             0      -225.292
     0.648241       4.34846       1.03122             0      -224.572
     0.653266       4.55543       1.05127             0      -223.791
     0.658291       4.76448       1.07119             0      -222.971
     0.663317       4.97548       1.09066             0      -222.154
     0.668342        5.1892       1.11018             0      -221.264
     0.673367       5.40508       1.12941             0      -220.351
     0.678392       5.62301       1.14818             0      -219.435
     0.683417       5.84414       1.16699             0      -218.437
     0.688442       6.06747       1.18533             0       -217.43
     0.693467       6.29313       1.20323             0      -216.409
     0.698492       6.52209        1.2211             0      -215.309
     0.703518       6.75349       1.23831             0      -214.209
     0.708543       6.98755       1.25513             0       -213.08
     0.713568       7.22486       1.27182             0      -211.881
     0.718593       7.46491       1.28766             0       -210.69
     0.723618       7.70796       1.30316             0      -209.454
     0.728643       7.95418       1.31842             0      -208.157
     0.733668       8.20347       1.33262             0      -206.877
     0.738693       8.45609       1.34654             0      -205.535
     0.743719       8.71191       1.36002             0      -204.149
     0.748744       8.97089       1.37241             0      -202.776
     0.753769       9.23366        1.3845             0      -201.331
     0.758794       9.49967        1.3959             0       -199.86
     0.763819        9.7689       1.40622             0      -198.399
     0.768844       10.0424        1.4162             0      -196.854
     0.773869       10.3192       1.42522             0      -195.304
     0.778894       10.5994       1.43322             0      -193.754
      0.78392        10.884        1.4408             0      -192.119
     0.788945       11.1722       1.44715             0      -190.497
      0.79397       11.4641       1.45254             0      -188.859
     0.798995       11.7604       1.45743             0      -187.148
      0.80402       12.0607        1.4608             0      -185.462
     0.809045        12.365       1.46331             0      -183.745
      0.81407       12.6736       1.46523             0      -181.968
     0.819095       12.9868       1.46533             0       -180.23
     0.824121       13.3045        1.4647             0      -178.444
     0.829146       13.6266       1.46326             0       -176.62
     0.834171       13.9538       1.45996             0      -174.837
     0.839196       14.2862       1.45598             0      -172.995
     0.844221       14.6239       1.45093             0       -171.14
     0.849246       14.9669        1.4441             0      -169.324
     0.854271       15.3165       1.43666             0      -167.443
     0.859296       15.6719       1.42786             0      -165.574
     0.864322       16.0331       1.41744             0      -163.742
     0.869347       16.4024       1.40647             0      -161.839
     0.874372       16.7775       1.39385             0      -159.978
     0.879397       17.1588       1.37982             0      -158.138
     0.884422       17.5463       1.36516             0      -156.246
     0.889447       17.9388       1.34851             0      -154.416
     0.894472       18.3353        1.3306             0      -152.595
     0.899497       18.7311       1.31171             0      -150.741
     0.904523       19.1278       1.29038  -9.71074e-28      -148.976
     0.909548       19.5191       1.26766   -8.9126e-28       -147.21
     0.914573       19.8961       1.24323  -2.54076e-27      -145.444
     0.919598       20.2652       1.21591             0      -143.788
     0.924623       20.6069       1.18644             0      -142.137
     0.929648       20.9155       1.15422             0      -140.534
     0.934673       21.2024       1.11886             0       -139.05
     0.939698       21.4249       1.07976             0        -137.6
     0.944724       21.5978       1.03719             0      -136.249
     0.949749       21.7331      0.991353             0      -135.028
     0.954774       21.7769      0.940681             0      -133.879
     0.959799       21.8268      0.879429             0       -132.88
     0.964824       21.8829      0.807266             0      -132.028
     0.969849       22.2282      0.724258             0      -131.271
     0.974874       23.0261      0.623879             0      -130.657
     0.979899       24.4732      0.499238             0      -130.144
     0.984925       28.1083      0.338776             0       -129.66
      0.98995       33.2925      0.179948             0      -129.306
     0.994975       41.0496     0.0386275             0      -128.975
            1            50             0             0      -128.845
